point_sn,signal_code,signal_description,signal_type,measure_type,measure_location,station_sn,pipeline_sn
point_sn_1017,,,,14,measure_location_1017,station_sn_3,pipeline_sn_1
point_sn_1073,,,,2,measure_location_1073,station_sn_4,pipeline_sn_1
point_sn_641,,,,12,measure_location_641,station_sn_2,pipeline_sn_1
point_sn_1222,,,,15,measure_location_1222,station_sn_4,pipeline_sn_1
point_sn_478,,,,2,measure_location_478,station_sn_2,pipeline_sn_1
point_sn_628,,,,16,measure_location_628,station_sn_2,pipeline_sn_1
point_sn_403,,,,12,measure_location_403,station_sn_2,pipeline_sn_1
point_sn_1373,,,,13,measure_location_1373,station_sn_4,pipeline_sn_1
point_sn_83,,,,15,measure_location_83,station_sn_1,pipeline_sn_1
point_sn_696,,,,16,measure_location_696,station_sn_3,pipeline_sn_1
point_sn_201,,,,14,measure_location_201,station_sn_1,pipeline_sn_1
point_sn_1438,,,,10,measure_location_1438,station_sn_5,pipeline_sn_1
point_sn_577,,,,16,measure_location_577,station_sn_2,pipeline_sn_1
point_sn_468,,,,9,measure_location_468,station_sn_2,pipeline_sn_1
point_sn_1463,,,,1,measure_location_1463,station_sn_5,pipeline_sn_1
point_sn_669,,,,6,measure_location_669,station_sn_2,pipeline_sn_1
point_sn_1369,,,,9,measure_location_1369,station_sn_4,pipeline_sn_1
point_sn_1125,,,,3,measure_location_1125,station_sn_4,pipeline_sn_1
point_sn_708,,,,11,measure_location_708,station_sn_3,pipeline_sn_1
point_sn_20,,,,3,measure_location_20,station_sn_1,pipeline_sn_1
point_sn_305,,,,16,measure_location_305,station_sn_1,pipeline_sn_1
point_sn_692,,,,12,measure_location_692,station_sn_3,pipeline_sn_1
point_sn_849,,,,16,measure_location_849,station_sn_3,pipeline_sn_1
point_sn_803,,,,4,measure_location_803,station_sn_3,pipeline_sn_1
point_sn_662,,,,16,measure_location_662,station_sn_2,pipeline_sn_1
point_sn_1080,,,,9,measure_location_1080,station_sn_4,pipeline_sn_1
point_sn_944,,,,9,measure_location_944,station_sn_3,pipeline_sn_1
point_sn_863,,,,13,measure_location_863,station_sn_3,pipeline_sn_1
point_sn_988,,,,2,measure_location_988,station_sn_3,pipeline_sn_1
point_sn_1165,,,,9,measure_location_1165,station_sn_4,pipeline_sn_1
point_sn_716,,,,2,measure_location_716,station_sn_3,pipeline_sn_1
point_sn_397,,,,6,measure_location_397,station_sn_2,pipeline_sn_1
point_sn_1205,,,,15,measure_location_1205,station_sn_4,pipeline_sn_1
point_sn_431,,,,6,measure_location_431,station_sn_2,pipeline_sn_1
point_sn_1354,,,,11,measure_location_1354,station_sn_4,pipeline_sn_1
point_sn_770,,,,5,measure_location_770,station_sn_3,pipeline_sn_1
point_sn_1018,,,,15,measure_location_1018,station_sn_3,pipeline_sn_1
point_sn_1339,,,,13,measure_location_1339,station_sn_4,pipeline_sn_1
point_sn_854,,,,4,measure_location_854,station_sn_3,pipeline_sn_1
point_sn_507,,,,14,measure_location_507,station_sn_2,pipeline_sn_1
point_sn_1482,,,,3,measure_location_1482,station_sn_5,pipeline_sn_1
point_sn_593,,,,15,measure_location_593,station_sn_2,pipeline_sn_1
point_sn_1360,,,,17,measure_location_1360,station_sn_4,pipeline_sn_1
point_sn_508,,,,15,measure_location_508,station_sn_2,pipeline_sn_1
point_sn_651,,,,5,measure_location_651,station_sn_2,pipeline_sn_1
point_sn_1283,,,,8,measure_location_1283,station_sn_4,pipeline_sn_1
point_sn_764,,,,16,measure_location_764,station_sn_3,pipeline_sn_1
point_sn_1168,,,,12,measure_location_1168,station_sn_4,pipeline_sn_1
point_sn_169,,,,16,measure_location_169,station_sn_1,pipeline_sn_1
point_sn_986,,,,17,measure_location_986,station_sn_3,pipeline_sn_1
point_sn_1379,,,,2,measure_location_1379,station_sn_5,pipeline_sn_1
point_sn_810,,,,11,measure_location_810,station_sn_3,pipeline_sn_1
point_sn_1485,,,,6,measure_location_1485,station_sn_5,pipeline_sn_1
point_sn_1366,,,,6,measure_location_1366,station_sn_4,pipeline_sn_1
point_sn_327,,,,4,measure_location_327,station_sn_1,pipeline_sn_1
point_sn_1424,,,,13,measure_location_1424,station_sn_5,pipeline_sn_1
point_sn_1398,,,,4,measure_location_1398,station_sn_5,pipeline_sn_1
point_sn_1325,,,,16,measure_location_1325,station_sn_4,pipeline_sn_1
point_sn_899,,,,15,measure_location_899,station_sn_3,pipeline_sn_1
point_sn_527,,,,17,measure_location_527,station_sn_2,pipeline_sn_1
point_sn_1252,,,,11,measure_location_1252,station_sn_4,pipeline_sn_1
point_sn_884,,,,17,measure_location_884,station_sn_3,pipeline_sn_1
point_sn_1039,,,,2,measure_location_1039,station_sn_4,pipeline_sn_1
point_sn_1397,,,,3,measure_location_1397,station_sn_5,pipeline_sn_1
point_sn_1272,,,,14,measure_location_1272,station_sn_4,pipeline_sn_1
point_sn_703,,,,6,measure_location_703,station_sn_3,pipeline_sn_1
point_sn_1010,,,,7,measure_location_1010,station_sn_3,pipeline_sn_1
point_sn_427,,,,2,measure_location_427,station_sn_2,pipeline_sn_1
point_sn_538,,,,11,measure_location_538,station_sn_2,pipeline_sn_1
point_sn_791,,,,9,measure_location_791,station_sn_3,pipeline_sn_1
point_sn_956,,,,4,measure_location_956,station_sn_3,pipeline_sn_1
point_sn_1301,,,,9,measure_location_1301,station_sn_4,pipeline_sn_1
point_sn_165,,,,12,measure_location_165,station_sn_1,pipeline_sn_1
point_sn_541,,,,14,measure_location_541,station_sn_2,pipeline_sn_1
point_sn_1145,,,,6,measure_location_1145,station_sn_4,pipeline_sn_1
point_sn_396,,,,5,measure_location_396,station_sn_2,pipeline_sn_1
point_sn_724,,,,10,measure_location_724,station_sn_3,pipeline_sn_1
point_sn_1032,,,,12,measure_location_1032,station_sn_3,pipeline_sn_1
point_sn_118,,,,16,measure_location_118,station_sn_1,pipeline_sn_1
point_sn_477,,,,1,measure_location_477,station_sn_2,pipeline_sn_1
point_sn_1330,,,,4,measure_location_1330,station_sn_4,pipeline_sn_1
point_sn_179,,,,9,measure_location_179,station_sn_1,pipeline_sn_1
point_sn_113,,,,11,measure_location_113,station_sn_1,pipeline_sn_1
point_sn_610,,,,15,measure_location_610,station_sn_2,pipeline_sn_1
point_sn_797,,,,15,measure_location_797,station_sn_3,pipeline_sn_1
point_sn_374,,,,17,measure_location_374,station_sn_2,pipeline_sn_1
point_sn_332,,,,9,measure_location_332,station_sn_1,pipeline_sn_1
point_sn_885,,,,1,measure_location_885,station_sn_3,pipeline_sn_1
point_sn_1087,,,,16,measure_location_1087,station_sn_4,pipeline_sn_1
point_sn_930,,,,12,measure_location_930,station_sn_3,pipeline_sn_1
point_sn_286,,,,14,measure_location_286,station_sn_1,pipeline_sn_1
point_sn_365,,,,8,measure_location_365,station_sn_2,pipeline_sn_1
point_sn_940,,,,5,measure_location_940,station_sn_3,pipeline_sn_1
point_sn_28,,,,11,measure_location_28,station_sn_1,pipeline_sn_1
point_sn_1374,,,,14,measure_location_1374,station_sn_4,pipeline_sn_1
point_sn_881,,,,14,measure_location_881,station_sn_3,pipeline_sn_1
point_sn_126,,,,7,measure_location_126,station_sn_1,pipeline_sn_1
point_sn_758,,,,10,measure_location_758,station_sn_3,pipeline_sn_1
point_sn_9,,,,9,measure_location_9,station_sn_1,pipeline_sn_1
point_sn_167,,,,14,measure_location_167,station_sn_1,pipeline_sn_1
point_sn_920,,,,2,measure_location_920,station_sn_3,pipeline_sn_1
point_sn_439,,,,14,measure_location_439,station_sn_2,pipeline_sn_1
point_sn_993,,,,7,measure_location_993,station_sn_3,pipeline_sn_1
point_sn_316,,,,10,measure_location_316,station_sn_1,pipeline_sn_1
point_sn_145,,,,9,measure_location_145,station_sn_1,pipeline_sn_1
point_sn_176,,,,6,measure_location_176,station_sn_1,pipeline_sn_1
point_sn_1322,,,,13,measure_location_1322,station_sn_4,pipeline_sn_1
point_sn_377,,,,3,measure_location_377,station_sn_2,pipeline_sn_1
point_sn_93,,,,8,measure_location_93,station_sn_1,pipeline_sn_1
point_sn_906,,,,5,measure_location_906,station_sn_3,pipeline_sn_1
point_sn_381,,,,7,measure_location_381,station_sn_2,pipeline_sn_1
point_sn_1229,,,,5,measure_location_1229,station_sn_4,pipeline_sn_1
point_sn_830,,,,14,measure_location_830,station_sn_3,pipeline_sn_1
point_sn_335,,,,12,measure_location_335,station_sn_1,pipeline_sn_1
point_sn_1345,,,,2,measure_location_1345,station_sn_4,pipeline_sn_1
point_sn_1114,,,,9,measure_location_1114,station_sn_4,pipeline_sn_1
point_sn_309,,,,3,measure_location_309,station_sn_1,pipeline_sn_1
point_sn_1328,,,,2,measure_location_1328,station_sn_4,pipeline_sn_1
point_sn_493,,,,17,measure_location_493,station_sn_2,pipeline_sn_1
point_sn_545,,,,1,measure_location_545,station_sn_2,pipeline_sn_1
point_sn_1448,,,,3,measure_location_1448,station_sn_5,pipeline_sn_1
point_sn_195,,,,8,measure_location_195,station_sn_1,pipeline_sn_1
point_sn_188,,,,1,measure_location_188,station_sn_1,pipeline_sn_1
point_sn_1150,,,,11,measure_location_1150,station_sn_4,pipeline_sn_1
point_sn_406,,,,15,measure_location_406,station_sn_2,pipeline_sn_1
point_sn_922,,,,4,measure_location_922,station_sn_3,pipeline_sn_1
point_sn_1441,,,,13,measure_location_1441,station_sn_5,pipeline_sn_1
point_sn_588,,,,10,measure_location_588,station_sn_2,pipeline_sn_1
point_sn_206,,,,2,measure_location_206,station_sn_1,pipeline_sn_1
point_sn_1218,,,,11,measure_location_1218,station_sn_4,pipeline_sn_1
point_sn_455,,,,13,measure_location_455,station_sn_2,pipeline_sn_1
point_sn_1400,,,,6,measure_location_1400,station_sn_5,pipeline_sn_1
point_sn_1033,,,,13,measure_location_1033,station_sn_4,pipeline_sn_1
point_sn_767,,,,2,measure_location_767,station_sn_3,pipeline_sn_1
point_sn_1277,,,,2,measure_location_1277,station_sn_4,pipeline_sn_1
point_sn_338,,,,15,measure_location_338,station_sn_1,pipeline_sn_1
point_sn_96,,,,11,measure_location_96,station_sn_1,pipeline_sn_1
point_sn_43,,,,9,measure_location_43,station_sn_1,pipeline_sn_1
point_sn_838,,,,5,measure_location_838,station_sn_3,pipeline_sn_1
point_sn_819,,,,3,measure_location_819,station_sn_3,pipeline_sn_1
point_sn_131,,,,12,measure_location_131,station_sn_1,pipeline_sn_1
point_sn_243,,,,5,measure_location_243,station_sn_1,pipeline_sn_1
point_sn_967,,,,15,measure_location_967,station_sn_3,pipeline_sn_1
point_sn_1396,,,,2,measure_location_1396,station_sn_5,pipeline_sn_1
point_sn_437,,,,12,measure_location_437,station_sn_2,pipeline_sn_1
point_sn_1079,,,,8,measure_location_1079,station_sn_4,pipeline_sn_1
point_sn_92,,,,7,measure_location_92,station_sn_1,pipeline_sn_1
point_sn_929,,,,11,measure_location_929,station_sn_3,pipeline_sn_1
point_sn_1118,,,,13,measure_location_1118,station_sn_4,pipeline_sn_1
point_sn_1491,,,,12,measure_location_1491,station_sn_5,pipeline_sn_1
point_sn_677,,,,14,measure_location_677,station_sn_2,pipeline_sn_1
point_sn_1257,,,,16,measure_location_1257,station_sn_4,pipeline_sn_1
point_sn_26,,,,9,measure_location_26,station_sn_1,pipeline_sn_1
point_sn_997,,,,11,measure_location_997,station_sn_3,pipeline_sn_1
point_sn_1370,,,,10,measure_location_1370,station_sn_4,pipeline_sn_1
point_sn_143,,,,7,measure_location_143,station_sn_1,pipeline_sn_1
point_sn_449,,,,7,measure_location_449,station_sn_2,pipeline_sn_1
point_sn_999,,,,13,measure_location_999,station_sn_3,pipeline_sn_1
point_sn_208,,,,4,measure_location_208,station_sn_1,pipeline_sn_1
point_sn_402,,,,11,measure_location_402,station_sn_2,pipeline_sn_1
point_sn_136,,,,17,measure_location_136,station_sn_1,pipeline_sn_1
point_sn_607,,,,12,measure_location_607,station_sn_2,pipeline_sn_1
point_sn_702,,,,5,measure_location_702,station_sn_3,pipeline_sn_1
point_sn_984,,,,15,measure_location_984,station_sn_3,pipeline_sn_1
point_sn_887,,,,3,measure_location_887,station_sn_3,pipeline_sn_1
point_sn_572,,,,11,measure_location_572,station_sn_2,pipeline_sn_1
point_sn_892,,,,8,measure_location_892,station_sn_3,pipeline_sn_1
point_sn_843,,,,10,measure_location_843,station_sn_3,pipeline_sn_1
point_sn_53,,,,2,measure_location_53,station_sn_1,pipeline_sn_1
point_sn_796,,,,14,measure_location_796,station_sn_3,pipeline_sn_1
point_sn_553,,,,9,measure_location_553,station_sn_2,pipeline_sn_1
point_sn_668,,,,5,measure_location_668,station_sn_2,pipeline_sn_1
point_sn_1199,,,,9,measure_location_1199,station_sn_4,pipeline_sn_1
point_sn_1492,,,,13,measure_location_1492,station_sn_5,pipeline_sn_1
point_sn_1068,,,,14,measure_location_1068,station_sn_4,pipeline_sn_1
point_sn_515,,,,5,measure_location_515,station_sn_2,pipeline_sn_1
point_sn_237,,,,16,measure_location_237,station_sn_1,pipeline_sn_1
point_sn_275,,,,3,measure_location_275,station_sn_1,pipeline_sn_1
point_sn_1348,,,,5,measure_location_1348,station_sn_4,pipeline_sn_1
point_sn_60,,,,9,measure_location_60,station_sn_1,pipeline_sn_1
point_sn_1044,,,,7,measure_location_1044,station_sn_4,pipeline_sn_1
point_sn_1116,,,,11,measure_location_1116,station_sn_4,pipeline_sn_1
point_sn_894,,,,10,measure_location_894,station_sn_3,pipeline_sn_1
point_sn_682,,,,2,measure_location_682,station_sn_2,pipeline_sn_1
point_sn_324,,,,1,measure_location_324,station_sn_1,pipeline_sn_1
point_sn_723,,,,9,measure_location_723,station_sn_3,pipeline_sn_1
point_sn_14,,,,14,measure_location_14,station_sn_1,pipeline_sn_1
point_sn_500,,,,7,measure_location_500,station_sn_2,pipeline_sn_1
point_sn_1138,,,,16,measure_location_1138,station_sn_4,pipeline_sn_1
point_sn_576,,,,15,measure_location_576,station_sn_2,pipeline_sn_1
point_sn_548,,,,4,measure_location_548,station_sn_2,pipeline_sn_1
point_sn_1066,,,,12,measure_location_1066,station_sn_4,pipeline_sn_1
point_sn_351,,,,11,measure_location_351,station_sn_2,pipeline_sn_1
point_sn_1053,,,,16,measure_location_1053,station_sn_4,pipeline_sn_1
point_sn_1163,,,,7,measure_location_1163,station_sn_4,pipeline_sn_1
point_sn_1385,,,,8,measure_location_1385,station_sn_5,pipeline_sn_1
point_sn_1417,,,,6,measure_location_1417,station_sn_5,pipeline_sn_1
point_sn_114,,,,12,measure_location_114,station_sn_1,pipeline_sn_1
point_sn_1368,,,,8,measure_location_1368,station_sn_4,pipeline_sn_1
point_sn_178,,,,8,measure_location_178,station_sn_1,pipeline_sn_1
point_sn_411,,,,3,measure_location_411,station_sn_2,pipeline_sn_1
point_sn_1198,,,,8,measure_location_1198,station_sn_4,pipeline_sn_1
point_sn_996,,,,10,measure_location_996,station_sn_3,pipeline_sn_1
point_sn_869,,,,2,measure_location_869,station_sn_3,pipeline_sn_1
point_sn_1003,,,,17,measure_location_1003,station_sn_3,pipeline_sn_1
point_sn_213,,,,9,measure_location_213,station_sn_1,pipeline_sn_1
point_sn_98,,,,13,measure_location_98,station_sn_1,pipeline_sn_1
point_sn_1176,,,,3,measure_location_1176,station_sn_4,pipeline_sn_1
point_sn_354,,,,14,measure_location_354,station_sn_2,pipeline_sn_1
point_sn_777,,,,12,measure_location_777,station_sn_3,pipeline_sn_1
point_sn_48,,,,14,measure_location_48,station_sn_1,pipeline_sn_1
point_sn_419,,,,11,measure_location_419,station_sn_2,pipeline_sn_1
point_sn_1357,,,,14,measure_location_1357,station_sn_4,pipeline_sn_1
point_sn_1054,,,,17,measure_location_1054,station_sn_4,pipeline_sn_1
point_sn_736,,,,5,measure_location_736,station_sn_3,pipeline_sn_1
point_sn_1121,,,,16,measure_location_1121,station_sn_4,pipeline_sn_1
point_sn_435,,,,10,measure_location_435,station_sn_2,pipeline_sn_1
point_sn_1009,,,,6,measure_location_1009,station_sn_3,pipeline_sn_1
point_sn_34,,,,17,measure_location_34,station_sn_1,pipeline_sn_1
point_sn_503,,,,10,measure_location_503,station_sn_2,pipeline_sn_1
point_sn_356,,,,16,measure_location_356,station_sn_2,pipeline_sn_1
point_sn_375,,,,1,measure_location_375,station_sn_2,pipeline_sn_1
point_sn_701,,,,4,measure_location_701,station_sn_3,pipeline_sn_1
point_sn_1016,,,,13,measure_location_1016,station_sn_3,pipeline_sn_1
point_sn_735,,,,4,measure_location_735,station_sn_3,pipeline_sn_1
point_sn_1450,,,,5,measure_location_1450,station_sn_5,pipeline_sn_1
point_sn_615,,,,3,measure_location_615,station_sn_2,pipeline_sn_1
point_sn_1104,,,,16,measure_location_1104,station_sn_4,pipeline_sn_1
point_sn_414,,,,6,measure_location_414,station_sn_2,pipeline_sn_1
point_sn_432,,,,7,measure_location_432,station_sn_2,pipeline_sn_1
point_sn_506,,,,13,measure_location_506,station_sn_2,pipeline_sn_1
point_sn_1253,,,,12,measure_location_1253,station_sn_4,pipeline_sn_1
point_sn_421,,,,13,measure_location_421,station_sn_2,pipeline_sn_1
point_sn_911,,,,10,measure_location_911,station_sn_3,pipeline_sn_1
point_sn_256,,,,1,measure_location_256,station_sn_1,pipeline_sn_1
point_sn_1472,,,,10,measure_location_1472,station_sn_5,pipeline_sn_1
point_sn_963,,,,11,measure_location_963,station_sn_3,pipeline_sn_1
point_sn_670,,,,7,measure_location_670,station_sn_2,pipeline_sn_1
point_sn_585,,,,7,measure_location_585,station_sn_2,pipeline_sn_1
point_sn_242,,,,4,measure_location_242,station_sn_1,pipeline_sn_1
point_sn_1309,,,,17,measure_location_1309,station_sn_4,pipeline_sn_1
point_sn_44,,,,10,measure_location_44,station_sn_1,pipeline_sn_1
point_sn_867,,,,17,measure_location_867,station_sn_3,pipeline_sn_1
point_sn_642,,,,13,measure_location_642,station_sn_2,pipeline_sn_1
point_sn_581,,,,3,measure_location_581,station_sn_2,pipeline_sn_1
point_sn_1173,,,,17,measure_location_1173,station_sn_4,pipeline_sn_1
point_sn_609,,,,14,measure_location_609,station_sn_2,pipeline_sn_1
point_sn_969,,,,17,measure_location_969,station_sn_3,pipeline_sn_1
point_sn_514,,,,4,measure_location_514,station_sn_2,pipeline_sn_1
point_sn_1230,,,,6,measure_location_1230,station_sn_4,pipeline_sn_1
point_sn_103,,,,1,measure_location_103,station_sn_1,pipeline_sn_1
point_sn_555,,,,11,measure_location_555,station_sn_2,pipeline_sn_1
point_sn_728,,,,14,measure_location_728,station_sn_3,pipeline_sn_1
point_sn_1063,,,,9,measure_location_1063,station_sn_4,pipeline_sn_1
point_sn_634,,,,5,measure_location_634,station_sn_2,pipeline_sn_1
point_sn_1146,,,,7,measure_location_1146,station_sn_4,pipeline_sn_1
point_sn_737,,,,6,measure_location_737,station_sn_3,pipeline_sn_1
point_sn_1399,,,,5,measure_location_1399,station_sn_5,pipeline_sn_1
point_sn_358,,,,1,measure_location_358,station_sn_2,pipeline_sn_1
point_sn_837,,,,4,measure_location_837,station_sn_3,pipeline_sn_1
point_sn_1265,,,,7,measure_location_1265,station_sn_4,pipeline_sn_1
point_sn_1271,,,,13,measure_location_1271,station_sn_4,pipeline_sn_1
point_sn_1393,,,,16,measure_location_1393,station_sn_5,pipeline_sn_1
point_sn_40,,,,6,measure_location_40,station_sn_1,pipeline_sn_1
point_sn_1294,,,,2,measure_location_1294,station_sn_4,pipeline_sn_1
point_sn_1180,,,,7,measure_location_1180,station_sn_4,pipeline_sn_1
point_sn_18,,,,1,measure_location_18,station_sn_1,pipeline_sn_1
point_sn_793,,,,11,measure_location_793,station_sn_3,pipeline_sn_1
point_sn_280,,,,8,measure_location_280,station_sn_1,pipeline_sn_1
point_sn_463,,,,4,measure_location_463,station_sn_2,pipeline_sn_1
point_sn_1251,,,,10,measure_location_1251,station_sn_4,pipeline_sn_1
point_sn_1312,,,,3,measure_location_1312,station_sn_4,pipeline_sn_1
point_sn_859,,,,9,measure_location_859,station_sn_3,pipeline_sn_1
point_sn_700,,,,3,measure_location_700,station_sn_3,pipeline_sn_1
point_sn_1338,,,,12,measure_location_1338,station_sn_4,pipeline_sn_1
point_sn_783,,,,1,measure_location_783,station_sn_3,pipeline_sn_1
point_sn_1024,,,,4,measure_location_1024,station_sn_3,pipeline_sn_1
point_sn_472,,,,13,measure_location_472,station_sn_2,pipeline_sn_1
point_sn_1195,,,,5,measure_location_1195,station_sn_4,pipeline_sn_1
point_sn_272,,,,17,measure_location_272,station_sn_1,pipeline_sn_1
point_sn_1140,,,,1,measure_location_1140,station_sn_4,pipeline_sn_1
point_sn_183,,,,13,measure_location_183,station_sn_1,pipeline_sn_1
point_sn_1049,,,,12,measure_location_1049,station_sn_4,pipeline_sn_1
point_sn_1427,,,,16,measure_location_1427,station_sn_5,pipeline_sn_1
point_sn_147,,,,11,measure_location_147,station_sn_1,pipeline_sn_1
point_sn_238,,,,17,measure_location_238,station_sn_1,pipeline_sn_1
point_sn_650,,,,4,measure_location_650,station_sn_2,pipeline_sn_1
point_sn_938,,,,3,measure_location_938,station_sn_3,pipeline_sn_1
point_sn_768,,,,3,measure_location_768,station_sn_3,pipeline_sn_1
point_sn_457,,,,15,measure_location_457,station_sn_2,pipeline_sn_1
point_sn_459,,,,17,measure_location_459,station_sn_2,pipeline_sn_1
point_sn_606,,,,11,measure_location_606,station_sn_2,pipeline_sn_1
point_sn_978,,,,9,measure_location_978,station_sn_3,pipeline_sn_1
point_sn_1027,,,,7,measure_location_1027,station_sn_3,pipeline_sn_1
point_sn_304,,,,15,measure_location_304,station_sn_1,pipeline_sn_1
point_sn_75,,,,7,measure_location_75,station_sn_1,pipeline_sn_1
point_sn_616,,,,4,measure_location_616,station_sn_2,pipeline_sn_1
point_sn_497,,,,4,measure_location_497,station_sn_2,pipeline_sn_1
point_sn_562,,,,1,measure_location_562,station_sn_2,pipeline_sn_1
point_sn_1489,,,,10,measure_location_1489,station_sn_5,pipeline_sn_1
point_sn_281,,,,9,measure_location_281,station_sn_1,pipeline_sn_1
point_sn_679,,,,16,measure_location_679,station_sn_2,pipeline_sn_1
point_sn_1355,,,,12,measure_location_1355,station_sn_4,pipeline_sn_1
point_sn_658,,,,12,measure_location_658,station_sn_2,pipeline_sn_1
point_sn_1316,,,,7,measure_location_1316,station_sn_4,pipeline_sn_1
point_sn_394,,,,3,measure_location_394,station_sn_2,pipeline_sn_1
point_sn_914,,,,13,measure_location_914,station_sn_3,pipeline_sn_1
point_sn_1110,,,,5,measure_location_1110,station_sn_4,pipeline_sn_1
point_sn_199,,,,12,measure_location_199,station_sn_1,pipeline_sn_1
point_sn_1306,,,,14,measure_location_1306,station_sn_4,pipeline_sn_1
point_sn_173,,,,3,measure_location_173,station_sn_1,pipeline_sn_1
point_sn_874,,,,7,measure_location_874,station_sn_3,pipeline_sn_1
point_sn_1289,,,,14,measure_location_1289,station_sn_4,pipeline_sn_1
point_sn_1477,,,,15,measure_location_1477,station_sn_5,pipeline_sn_1
point_sn_751,,,,3,measure_location_751,station_sn_3,pipeline_sn_1
point_sn_1498,,,,2,measure_location_1498,station_sn_5,pipeline_sn_1
point_sn_1100,,,,12,measure_location_1100,station_sn_4,pipeline_sn_1
point_sn_942,,,,7,measure_location_942,station_sn_3,pipeline_sn_1
point_sn_362,,,,5,measure_location_362,station_sn_2,pipeline_sn_1
point_sn_292,,,,3,measure_location_292,station_sn_1,pipeline_sn_1
point_sn_349,,,,9,measure_location_349,station_sn_2,pipeline_sn_1
point_sn_301,,,,12,measure_location_301,station_sn_1,pipeline_sn_1
point_sn_639,,,,10,measure_location_639,station_sn_2,pipeline_sn_1
point_sn_801,,,,2,measure_location_801,station_sn_3,pipeline_sn_1
point_sn_1060,,,,6,measure_location_1060,station_sn_4,pipeline_sn_1
point_sn_1329,,,,3,measure_location_1329,station_sn_4,pipeline_sn_1
point_sn_291,,,,2,measure_location_291,station_sn_1,pipeline_sn_1
point_sn_776,,,,11,measure_location_776,station_sn_3,pipeline_sn_1
point_sn_1164,,,,8,measure_location_1164,station_sn_4,pipeline_sn_1
point_sn_1248,,,,7,measure_location_1248,station_sn_4,pipeline_sn_1
point_sn_676,,,,13,measure_location_676,station_sn_2,pipeline_sn_1
point_sn_717,,,,3,measure_location_717,station_sn_3,pipeline_sn_1
point_sn_1101,,,,13,measure_location_1101,station_sn_4,pipeline_sn_1
point_sn_570,,,,9,measure_location_570,station_sn_2,pipeline_sn_1
point_sn_1352,,,,9,measure_location_1352,station_sn_4,pipeline_sn_1
point_sn_612,,,,17,measure_location_612,station_sn_2,pipeline_sn_1
point_sn_1220,,,,13,measure_location_1220,station_sn_4,pipeline_sn_1
point_sn_567,,,,6,measure_location_567,station_sn_2,pipeline_sn_1
point_sn_1466,,,,4,measure_location_1466,station_sn_5,pipeline_sn_1
point_sn_923,,,,5,measure_location_923,station_sn_3,pipeline_sn_1
point_sn_225,,,,4,measure_location_225,station_sn_1,pipeline_sn_1
point_sn_542,,,,15,measure_location_542,station_sn_2,pipeline_sn_1
point_sn_1414,,,,3,measure_location_1414,station_sn_5,pipeline_sn_1
point_sn_811,,,,12,measure_location_811,station_sn_3,pipeline_sn_1
point_sn_1013,,,,10,measure_location_1013,station_sn_3,pipeline_sn_1
point_sn_759,,,,11,measure_location_759,station_sn_3,pipeline_sn_1
point_sn_391,,,,17,measure_location_391,station_sn_2,pipeline_sn_1
point_sn_429,,,,4,measure_location_429,station_sn_2,pipeline_sn_1
point_sn_1226,,,,2,measure_location_1226,station_sn_4,pipeline_sn_1
point_sn_198,,,,11,measure_location_198,station_sn_1,pipeline_sn_1
point_sn_428,,,,3,measure_location_428,station_sn_2,pipeline_sn_1
point_sn_197,,,,10,measure_location_197,station_sn_1,pipeline_sn_1
point_sn_1061,,,,7,measure_location_1061,station_sn_4,pipeline_sn_1
point_sn_1449,,,,4,measure_location_1449,station_sn_5,pipeline_sn_1
point_sn_161,,,,8,measure_location_161,station_sn_1,pipeline_sn_1
point_sn_37,,,,3,measure_location_37,station_sn_1,pipeline_sn_1
point_sn_614,,,,2,measure_location_614,station_sn_2,pipeline_sn_1
point_sn_276,,,,4,measure_location_276,station_sn_1,pipeline_sn_1
point_sn_568,,,,7,measure_location_568,station_sn_2,pipeline_sn_1
point_sn_1435,,,,7,measure_location_1435,station_sn_5,pipeline_sn_1
point_sn_1392,,,,15,measure_location_1392,station_sn_5,pipeline_sn_1
point_sn_604,,,,9,measure_location_604,station_sn_2,pipeline_sn_1
point_sn_714,,,,17,measure_location_714,station_sn_3,pipeline_sn_1
point_sn_594,,,,16,measure_location_594,station_sn_2,pipeline_sn_1
point_sn_426,,,,1,measure_location_426,station_sn_2,pipeline_sn_1
point_sn_883,,,,16,measure_location_883,station_sn_3,pipeline_sn_1
point_sn_342,,,,2,measure_location_342,station_sn_1,pipeline_sn_1
point_sn_157,,,,4,measure_location_157,station_sn_1,pipeline_sn_1
point_sn_780,,,,15,measure_location_780,station_sn_3,pipeline_sn_1
point_sn_937,,,,2,measure_location_937,station_sn_3,pipeline_sn_1
point_sn_308,,,,2,measure_location_308,station_sn_1,pipeline_sn_1
point_sn_624,,,,12,measure_location_624,station_sn_2,pipeline_sn_1
point_sn_372,,,,15,measure_location_372,station_sn_2,pipeline_sn_1
point_sn_400,,,,9,measure_location_400,station_sn_2,pipeline_sn_1
point_sn_1092,,,,4,measure_location_1092,station_sn_4,pipeline_sn_1
point_sn_974,,,,5,measure_location_974,station_sn_3,pipeline_sn_1
point_sn_805,,,,6,measure_location_805,station_sn_3,pipeline_sn_1
point_sn_1105,,,,17,measure_location_1105,station_sn_4,pipeline_sn_1
point_sn_1390,,,,13,measure_location_1390,station_sn_5,pipeline_sn_1
point_sn_501,,,,8,measure_location_501,station_sn_2,pipeline_sn_1
